Timestamp,Please enter your age:,Please Choose your gender:,Marital Status:,What is your profession?,What is your monthly income?,How would you describe your family?,What is the total number of members in your family?,"What is the approximate ""average"" age of your family?",The number of Adults in your family,The number of Children in your family,How would you describe your area of residence?,How many people earn for your family?,What is your family's monthly income?,Has any of your family members contracted COVID-19?,Have you lost any family member(s) due to COVID-19?,How would you describe the ease of access to the nearest medical support from your area of residence?,How would you describe the feeling of love in your family?,The lockdown period has allowed your family members to enjoy the time they spend together.,Your family is satisfied with how things are during lockdown.,Your family is thankful with what they have during the lockdown period.,Do you sense fear within the family?,Do you sense anxiety within the family?,How often do fights break out between family members?,Your family members understand and respect each others personal privacy.,What are your Family Reactions whenever a difficult situation arises?,What is the general reaction of the family when there is some form of good news?
8/14/2021 20:52:13,25,Male,Unmarried,Employed,"10,000 - 39,000 BDT",Nuclear Family,4,50,2,1,Urban Area,2,"40,000 - 69,999 BDT",No,Yes,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Agree,Agree,I don't feel like there is.,I don't feel like there is.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/14/2021 20:54:01,24,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,11,50,1,3,Suburban Area,3,"Less than 10,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Neutral,I don't feel like there is.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 21:01:14,25,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,50,4,0,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Neutral,Disagree,Neutral,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 21:05:08,23,Male,Unmarried,Personal Business,Decline to respond,Extended Family,7,32,6,1,Suburban Area,2,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Disagree,Strongly Agree,I don't feel like there is.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 21:16:26,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,44,3,0,Urban Area,1,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Neutral,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 21:17:20,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,50,3,0,Urban Area,1,"Less than 10,000 BDT",No,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Disagree,Neutral,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 21:20:23,23,Male,Married,Employed,"10,000 - 39,000 BDT",Nuclear Family,6,35,5,0,Suburban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Neutral,Neutral,I do feel it sometimes.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/14/2021 21:20:33,22,Female,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,6,33,4,2,Urban Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,I haven't paid attention.,Agree,Usually leave it to the elders of the family to deal with it.,There is almost no reaction at all.
8/14/2021 21:37:29,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,36,2,0,Urban Area,2,"Less than 10,000 BDT",No,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Agree,Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/14/2021 21:40:16,30,Male,Unmarried,Employed,"10,000 - 39,000 BDT",Nuclear Family,5,23,2,0,Urban Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 21:52:04,25,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,25,4,2,Suburban Area,2,Decline to respond,No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Agree,Neutral,I don't feel like there is.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 22:00:18,25,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,30,4,1,Suburban Area,1,Decline to respond,No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Agree,Agree,I do feel it sometimes.,I don't feel like there is.,I haven't paid attention.,Neutral,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 22:16:18,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,24,35,21,9,Suburban Area,9,"More than 100,000 BDT",No,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Neutral,Neutral,Agree,I don't feel like there is.,I do feel it sometimes.,I haven't paid attention.,Disagree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/14/2021 22:36:49,17,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,5,26.6,3,2,Urban Area,1,"70,000 - 100,000 BDT",Yes,No,Far but Manageable,It has decreased a lot during the lockdown period,Neutral,Disagree,Strongly Disagree,I do feel it sometimes.,I don't feel like there is.,Fights are very often.,Strongly Disagree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 22:59:37,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,40,4,1,Urban Area,2,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It is the same as before the lockdown period,Strongly Agree,Neutral,Agree,I don't feel like there is.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 23:29:19,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,8,30,6,8,Rural Area,2,"More than 100,000 BDT",No,No,Far but Manageable,It has slightly increased during the lockdown period,Agree,Strongly Disagree,Neutral,I do feel it most of the time.,I do feel it most of the time.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 23:37:12,24,Male,Unmarried,Unemployed,I do not have any income at the moment,Nuclear Family,4,23,3,1,Rural Area,1,"Less than 10,000 BDT",Yes,Yes,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,Not at all.,There are fights sometimes.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/14/2021 23:41:08,24,Male,Unmarried,Unemployed,I do not have any income at the moment,Extended Family,10,18,7,2,Urban Area,3,"More than 100,000 BDT",Yes,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Neutral,Strongly Agree,I don't feel like there is.,I do feel it sometimes.,Fights are very often.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/14/2021 23:47:48,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,34,3,1,Suburban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Neutral,Neutral,I don't feel like there is.,I do feel it sometimes.,Fights are very often.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/14/2021 23:53:08,24,Female,Unmarried,Employed,"10,000 - 39,000 BDT",Nuclear Family,4,30,31,1,Urban Area,2,"More than 100,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Strongly Agree,Disagree,Disagree,I do feel it sometimes.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/14/2021 23:53:33,24,Male,Unmarried,Unemployed,I do not have any income at the moment,Extended Family,11,30,9,2,Suburban Area,3,Decline to respond,Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Neutral,Neutral,I do feel it sometimes.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/15/2021 0:02:00,25,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,30,3,1,Urban Area,2,"40,000 - 69,999 BDT",Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Disagree,Agree,I do feel it sometimes.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/15/2021 1:36:37,30,Male,Unmarried,Unemployed,I do not have any income at the moment,Nuclear Family,8,27,6,2,Urban Area,2,"10,000 - 39,000 BDT",Yes,No,Close & Manageable.,It has slightly decreased during the lockdown period,Disagree,Strongly Disagree,Neutral,I haven't paid attention.,I do feel it sometimes.,There are fights sometimes.,Disagree,Usually leave it to the elders of the family to deal with it.,There is almost no reaction at all.
8/15/2021 1:49:30,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,35,4,1,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Agree,Neutral,Neutral,Not at all.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Neutral,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/15/2021 5:16:57,25,Male,Unmarried,Unemployed,I do not have any income at the moment,Extended Family,19,33,12,7,Suburban Area,5,Decline to respond,No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Agree,Strongly Agree,Not at all.,Not at all.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
